IP,Timestamp,HTTP_Method,URL,HTTP_Status,User_Agent,Referrer,Request_Size_Bytes,Response_Size_Bytes,Session_ID,City
26.22.3.38,2024-07-01 01:45:53,PUT,/about,301,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0),http://stewart.com/,1614,1123,3f29b10b-6d47-44cf-816a-46dc36f002e1,Edirne
109.205.34.96,2024-04-28 01:28:39,PUT,/search,404,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/41.0.802.0 Mobile/60G511 Safari/533.0",https://peterson.org/,1787,3840,e50bf932-64b4-401b-a2fe-30ceee62157a,New York
120.7.16.65,2024-02-16 11:22:41,POST,/signup,500,Opera/9.30.(X11; Linux x86_64; cs-CZ) Presto/2.9.186 Version/11.00,http://walsh.org/,299,412,de5dccb4-6992-4570-9e0e-976d49cc8087,Bursa
149.223.74.237,2024-07-14 08:21:25,PUT,/signup,200,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/42.0.868.0 Safari/534.1",https://gomez.com/,1691,532,7b590928-b31a-41f6-bfd4-c5b273ca574b,Berlin
160.195.0.252,2024-02-27 02:30:30,GET,/profile,403,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/50.0.858.0 Safari/533.0",https://www.gray.info/,142,621,c1ecb409-9787-485f-bdfc-380509128cff,İzmir
192.249.242.185,2024-01-09 11:54:10,GET,/cart,403,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_9 rv:4.0; the-NP) AppleWebKit/531.1.7 (KHTML, like Gecko) Version/4.1 Safari/531.1.7",https://campos-watkins.net/,1707,2851,7ea8bdd8-56ca-48d6-a207-c13caa1c3bad,Bursa
212.127.147.170,2024-02-23 19:27:34,POST,/services,200,Opera/8.49.(Windows 98; Win 9x 4.90; niu-NZ) Presto/2.9.186 Version/12.00,https://www.coleman.info/,1073,2169,8f005655-b2fa-4b60-9246-dff8433bc206,Londra
156.187.249.121,2024-06-05 18:50:19,PUT,/blog,500,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.3c3356.0 Mobile/36O669 Safari/534.1",https://www.king.biz/,1424,1213,3ea96cd1-4769-4f39-bd80-14a3907513fe,Konya
212.127.79.255,2024-08-20 21:32:07,PUT,/blog,500,Opera/8.41.(X11; Linux i686; ht-HT) Presto/2.9.179 Version/12.00,http://www.gutierrez-brewer.com/,275,3123,a0e0064d-71c3-4477-a65d-569596016022,Tokyo
218.246.216.212,2024-07-19 21:03:10,POST,/blog,404,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/50.0.816.0 Safari/531.0",https://nixon-wiley.com/,1381,2697,d9c34532-9131-4e83-9495-8c10e80ad936,Ankara
146.36.154.134,2024-06-10 02:14:49,GET,/login,500,"Mozilla/5.0 (Linux; Android 5.1.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/33.0.854.0 Safari/531.1",http://www.wallace-stevens.com/,950,2779,591708b8-0b3f-46ff-8e43-166371d69ea9,Tokyo
175.82.146.168,2024-04-20 00:14:57,PUT,/contact,500,Opera/9.31.(Windows NT 5.01; hr-HR) Presto/2.9.190 Version/11.00,http://www.woods.biz/,987,1326,5cd0c6e7-f31c-4ea8-a5da-0232746d6535,Diyarbakır
22.55.192.45,2024-06-05 09:56:29,POST,/login,404,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.0),http://little-bennett.com/,948,1964,c3775d18-46b9-4bb3-b001-51242a8649e3,Konya
184.176.203.145,2024-05-04 14:41:36,GET,/about,403,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/62.0.808.0 Safari/536.1",http://www.mann-adams.org/,163,1984,3b635c82-3503-4998-9961-ace5f8599d33,Paris
6.30.169.227,2024-07-22 01:28:22,GET,/search,200,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/5030-01-19 07:46:32 Firefox/3.6.12,https://www.koch-galloway.com/,983,2209,d4e70d23-1a4d-41e4-9a52-1bf71e09e8d0,İzmir
173.16.152.248,2024-01-06 19:22:45,PUT,/cart,403,Opera/9.44.(Windows 98; Win 9x 4.90; yue-HK) Presto/2.9.179 Version/11.00,https://www.romero.com/,1985,4503,59ba4a7b-9b9f-48bf-bc0f-4704c35e35bd,Londra
213.166.196.181,2024-06-17 13:07:21,POST,/cart,200,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/26.0.873.0 Safari/532.1",http://www.adams-delgado.org/,1811,1572,3a61727c-602d-4cf8-9aa1-3babec92fe85,Edirne
170.230.169.181,2024-05-15 17:19:50,POST,/services,500,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/34.0.844.0 Safari/536.1",http://thompson.org/,534,4474,2b0f6f40-fa0b-4fa2-a741-7206980881f9,Edirne
181.83.7.93,2024-01-26 08:36:18,DELETE,/contact,403,Opera/9.63.(X11; Linux i686; mi-NZ) Presto/2.9.183 Version/12.00,https://bass.com/,1662,3816,e79e1257-d148-4634-aafb-383a5055fc18,Adana
132.130.189.35,2024-08-20 23:53:23,DELETE,/blog,404,Mozilla/5.0 (Windows 98; Win 9x 4.90; ber-DZ; rv:1.9.2.20) Gecko/7758-11-30 14:10:43 Firefox/3.6.4,http://www.watson.info/,1575,732,29e8d59d-300f-4314-9b04-b0dd00f0453b,İstanbul
192.58.99.155,2024-04-14 15:49:57,PUT,/blog,404,Opera/9.62.(X11; Linux i686; xh-ZA) Presto/2.9.185 Version/11.00,https://www.delgado-mcclure.com/,762,1122,868e87ce-f960-448e-9410-3cd2c085d05d,Adana
214.90.37.30,2024-08-12 23:41:00,DELETE,/profile,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/60.0.856.0 Safari/535.1",http://www.garcia.com/,1651,2209,26124aa8-2369-48e9-ae37-936c7a5afff1,İstanbul
109.170.235.243,2024-08-16 00:01:57,PUT,/search,200,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1; rv:1.9.3.20) Gecko/9133-02-13 11:28:56 Firefox/3.8,https://www.lewis.com/,345,4022,070246c5-a3a9-49d2-a8ac-5eab6b61b5f4,Diyarbakır
117.178.100.106,2024-04-29 10:58:36,GET,/home,500,Opera/9.13.(Windows NT 6.2; eu-ES) Presto/2.9.164 Version/12.00,https://www.burgess.org/,1367,2815,4ac5b190-e64a-46a4-b122-7a69422f58bd,Ankara
50.197.11.19,2024-03-13 00:51:49,DELETE,/signup,404,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/26.0.870.0 Safari/533.0",https://wallace-miller.com/,398,931,3b333dee-9f96-47ac-93b0-197c448134e0,Berlin
132.72.208.134,2024-07-30 05:27:03,DELETE,/services,500,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/21.0.873.0 Mobile/59B021 Safari/532.1",http://webster.net/,433,400,7318290d-21bc-4658-bd29-22ff9564e9db,Londra
155.232.25.11,2024-02-29 21:59:33,PUT,/about,200,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.839.0 Safari/534.0",http://www.cooper-kerr.info/,773,2415,25ef1051-7ebf-49b5-8638-9ced552a6934,Konya
109.87.199.136,2024-05-06 21:41:26,POST,/signup,500,Opera/9.15.(Windows NT 10.0; si-LK) Presto/2.9.161 Version/11.00,http://gray-cox.com/,1089,3409,39e9d7e8-447f-4c1c-bb47-18d3bef863e0,Londra
71.33.30.14,2024-08-20 11:53:30,PUT,/services,200,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/21.0.874.0 Safari/532.2",http://mosley.org/,149,319,92be1db1-d25e-445b-8c91-4153e6d65c45,Berlin
200.255.242.157,2024-04-22 10:07:43,DELETE,/login,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/45.0.830.0 Safari/534.2",https://www.cruz.com/,771,3613,d887f23c-3633-4fed-ab4c-cebab81d2e74,İstanbul
192.22.204.92,2024-02-02 04:21:07,GET,/search,500,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.17.7 (KHTML, like Gecko) Version/5.1 Safari/534.17.7",http://jacobs-ryan.net/,1909,547,5d9f89bb-fd45-42be-ace9-c3f109b7890b,Tokyo
145.253.38.5,2024-01-06 12:05:00,GET,/about,404,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_8) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/40.0.892.0 Safari/531.1",http://liu.com/,1161,3836,cb2aeb84-6bc2-4887-93ad-4e42becda653,İstanbul
174.84.126.12,2024-06-04 01:02:47,GET,/home,301,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/45.0.870.0 Safari/535.0",https://clarke.info/,220,2144,e5ae527c-f4a7-4658-b63e-03afafd62b58,Edirne
122.54.156.36,2024-08-16 18:22:38,PUT,/services,404,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),http://anthony.net/,1371,4148,c4e774e9-fc4d-4dc4-93fd-3f469c20a829,Adana
45.99.131.64,2024-03-28 05:00:22,DELETE,/contact,500,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/17.1n5049.0 Mobile/19D647 Safari/532.0",https://www.pineda.biz/,823,280,fba7b1be-4bbb-4145-886b-ae1a367c4885,Londra
204.14.192.238,2024-01-26 05:13:48,DELETE,/search,200,Mozilla/5.0 (Android 6.0; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,http://stephens.com/,1678,817,4e46202d-6a2b-4f60-ad9f-9e4b05f40b67,Diyarbakır
34.179.76.145,2024-03-10 15:59:48,PUT,/blog,500,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.12.2 (KHTML, like Gecko) Version/4.0.3 Safari/535.12.2",http://www.fernandez-castaneda.com/,1398,1728,aae6eb47-f976-4324-9cfe-bb353753e035,Adana
34.186.223.152,2024-05-24 14:01:18,POST,/signup,301,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/59.0.803.0 Safari/533.2",https://www.smith.com/,1435,2902,ba7ece4e-9049-4041-a5d7-db2a7e9169f5,Edirne
23.185.87.193,2024-03-11 20:48:57,PUT,/about,301,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2172-04-08 09:18:08 Firefox/3.8,http://williams.biz/,1657,4312,d4ba751a-546a-4500-9cc5-8287ad57a8de,İzmir
199.140.43.53,2024-03-19 10:49:11,POST,/contact,500,Opera/8.18.(Windows NT 6.0; ig-NG) Presto/2.9.178 Version/10.00,https://www.munoz.com/,1680,4137,4956120a-404c-4006-adc0-09006b1edbf9,Londra
143.151.214.202,2024-03-13 00:16:08,GET,/search,403,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/53.0.808.0 Safari/536.0",https://www.buchanan.com/,929,3568,356afd0c-54ef-4282-9200-383089bb3d56,İstanbul
135.125.168.224,2024-08-17 17:34:51,PUT,/signup,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),https://www.vega-harper.com/,1828,3574,82932420-765a-4c19-ae83-051c8a613355,Antalya
84.233.174.93,2024-03-07 07:16:12,DELETE,/signup,301,Mozilla/5.0 (Windows NT 5.01; nr-ZA; rv:1.9.1.20) Gecko/3693-06-30 22:57:53 Firefox/7.0,https://brown-hahn.biz/,533,1110,ae9a7ea6-fad1-40f6-b63c-c57ba41d8baa,Konya
159.164.25.212,2024-08-02 12:16:31,GET,/signup,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.0),http://cooper.info/,1781,2353,37ef9316-195d-4edb-bf30-7e25bb5e9b31,Tokyo
136.158.21.176,2024-01-03 23:04:32,DELETE,/blog,200,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.4t5370.0 Mobile/46A188 Safari/531.0",https://www.thomas.org/,1022,3085,1c755bd3-7108-40c4-a445-6bcf9c7a17a0,İstanbul
204.117.31.25,2024-05-06 23:50:18,POST,/products,200,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/63.0.876.0 Mobile/10O286 Safari/531.1",http://www.harrison.com/,1621,2565,a28723de-3831-49d9-873d-a30c5fdd65ca,Adana
53.186.7.10,2024-05-06 16:45:09,GET,/signup,301,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/5658-03-26 03:48:39 Firefox/10.0,https://smith.net/,823,1703,fa6e6c6e-5164-45f9-b68c-3c1f2e5af0c5,Bursa
163.38.175.196,2024-05-30 10:22:11,POST,/home,403,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),http://www.phillips.com/,1013,2550,10821596-3c01-4038-b7b1-4f78d4ca4a59,Adana
220.216.221.90,2024-03-03 21:11:59,PUT,/profile,403,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.1),http://www.key.com/,455,3295,afff13b0-d8f3-4aa8-9c0f-4f2134962dcf,Bursa
201.195.83.248,2024-02-07 02:48:34,DELETE,/profile,500,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/33.0.880.0 Safari/536.0",https://www.cruz.org/,824,4507,e642042a-adbf-4398-8940-fec900596427,Antalya
212.22.63.47,2024-05-24 08:20:16,GET,/signup,404,Opera/9.50.(Windows NT 5.2; ts-ZA) Presto/2.9.184 Version/12.00,http://johnson.net/,417,4000,de22e235-2aa9-4a4a-8de5-05cec001a043,Gaziantep
101.41.122.60,2024-01-06 11:46:33,GET,/products,404,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.23.4 (KHTML, like Gecko) Version/4.0.3 Safari/535.23.4",http://www.charles-morgan.biz/,1514,1048,9bf9041e-a333-40bb-ad19-8fae92046516,Konya
218.72.117.197,2024-05-25 22:35:14,PUT,/checkout,200,Opera/8.36.(Windows NT 5.2; ko-KR) Presto/2.9.175 Version/10.00,http://rodriguez-johnson.com/,788,4943,c2b83804-d979-4541-b854-002dd90f3c16,Berlin
192.153.5.199,2024-01-21 01:16:46,GET,/products,301,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),http://buchanan.com/,1576,4509,4c25ee13-2df5-46a6-a131-04b27c25c767,Berlin
34.52.4.138,2024-03-12 16:53:57,PUT,/search,301,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.1),http://payne.net/,202,2801,fb5f524e-6d74-4012-9744-f0827021c5a3,Ankara
79.221.157.7,2024-04-11 19:20:50,PUT,/about,500,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),https://www.barber.com/,1027,4269,acbec471-66f7-4236-b352-7edad1bc0835,Gaziantep
212.213.151.212,2024-02-08 07:44:39,DELETE,/checkout,301,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7024-09-12 11:07:42 Firefox/3.6.10,https://griffin-campbell.net/,848,3441,adf0a17a-3efe-4b2d-ab84-570ee20fab46,İstanbul
149.237.78.15,2024-01-14 09:56:05,POST,/signup,403,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/9.6g5597.0 Mobile/36A833 Safari/531.0",https://harris.com/,1996,4057,5ac5e1b1-ecf9-4d1c-b882-90677da6d204,Berlin
172.212.12.165,2024-06-16 07:19:21,POST,/login,500,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; yue-HK) AppleWebKit/531.43.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.43.6",https://www.medina.net/,679,491,468c053c-7734-49e3-8d25-48b0a524b080,Berlin
136.17.87.133,2024-08-05 11:00:44,PUT,/profile,403,Mozilla/5.0 (Windows NT 4.0; ak-GH; rv:1.9.2.20) Gecko/9630-12-12 07:19:29 Firefox/3.6.17,https://www.cohen.com/,1615,297,b6886a21-64fc-4c05-bea0-b0eaebe92608,Diyarbakır
206.95.171.142,2024-01-10 00:30:25,PUT,/checkout,404,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),http://www.carpenter-smith.info/,1454,3839,830deb2e-1414-4096-ac15-c8765885f959,Konya
12.78.229.119,2024-08-17 01:43:25,GET,/profile,200,Opera/9.12.(Windows NT 6.0; dv-MV) Presto/2.9.177 Version/10.00,https://kennedy.com/,714,802,0e061331-4f2f-4111-9163-926198de0b58,Konya
12.241.215.105,2024-06-09 11:28:07,GET,/products,200,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/19.0.800.0 Safari/535.1",http://guzman-saunders.com/,762,1597,959fe981-ae6d-40e6-a0f2-06589375d03b,Edirne
195.128.40.1,2024-04-19 04:33:29,POST,/contact,403,Opera/9.46.(Windows NT 4.0; tig-ER) Presto/2.9.163 Version/11.00,https://schneider.net/,1629,2684,3ef9d395-735e-41ca-9973-449922f4ea4d,Gaziantep
208.251.182.70,2024-04-22 17:12:03,PUT,/services,403,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.37.5 (KHTML, like Gecko) Version/5.0.2 Safari/534.37.5",https://www.taylor.net/,1191,4691,33c9cb71-cf26-4616-8a5a-657f424e464f,Adana
194.102.151.253,2024-04-12 15:04:23,GET,/products,301,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; mi-NZ) AppleWebKit/533.46.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.46.4",https://www.reed.com/,198,2505,9241572d-cbf9-4905-8c12-0a9cdaec7b1c,Ankara
84.171.15.67,2024-02-13 01:24:07,PUT,/contact,500,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/55.0.833.0 Mobile/41A920 Safari/535.0",http://www.arnold.info/,1611,4596,48eed58d-988d-4c09-9769-95de68b3a889,Diyarbakır
52.193.221.94,2024-04-30 22:16:56,POST,/login,404,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.0),http://www.brown.org/,1229,3477,534e91a3-850b-431e-b59f-2ab8a3fb88cf,Konya
217.235.208.38,2024-02-02 06:47:29,DELETE,/profile,404,Opera/8.77.(X11; Linux x86_64; lij-IT) Presto/2.9.168 Version/10.00,https://pratt.info/,1943,4187,a4b13da4-59b9-462f-86c5-a6d6b8a6c2a4,Ankara
129.124.196.48,2024-04-14 00:38:32,PUT,/checkout,301,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.0),https://www.mcgrath.org/,194,3455,7328aeb1-e79e-4be0-a00a-cc11ddfdf348,Adana
103.12.141.67,2024-06-26 21:32:47,PUT,/checkout,301,Opera/8.31.(X11; Linux x86_64; yi-US) Presto/2.9.166 Version/11.00,https://peterson.info/,754,300,260a812f-ddc5-4284-a71a-e92355e38bc5,Edirne
44.13.165.242,2024-04-11 05:44:34,POST,/products,404,Opera/9.29.(X11; Linux i686; yo-NG) Presto/2.9.182 Version/11.00,https://www.cruz-patterson.com/,443,3111,c00f1b5d-0b01-4ed7-9872-fc1c075784b8,Edirne
131.244.53.249,2024-06-01 19:39:20,GET,/products,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),http://larson.biz/,1386,1547,cf0f080b-b428-41a2-b1f1-82678e505652,Gaziantep
27.168.181.221,2024-05-26 12:22:54,GET,/login,404,Mozilla/5.0 (Android 2.3.4; Mobile; rv:11.0) Gecko/11.0 Firefox/11.0,http://www.robinson-bryant.com/,374,3053,1e08b23b-c330-4614-8f0e-a8c9b98ed8ae,Adana
128.65.103.98,2024-04-12 22:24:57,DELETE,/checkout,200,Opera/9.69.(X11; Linux x86_64; ne-NP) Presto/2.9.188 Version/10.00,http://www.jackson.net/,846,334,f2ce4cad-adf8-4b04-ae30-f0b02bb9af9a,Ankara
195.233.118.50,2024-03-20 13:29:04,DELETE,/services,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/17.6a6238.0 Mobile/72F471 Safari/536.1",https://www.king-francis.com/,1843,4791,25e4cdb4-2eec-464f-83c3-22c90d43f34d,İstanbul
221.166.192.188,2024-02-22 13:08:21,POST,/blog,403,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/49.0.840.0 Safari/533.0",https://www.snyder.com/,408,1567,eb935957-a0de-43d6-866b-4641b3aec425,Antalya
6.174.72.189,2024-01-14 18:37:30,PUT,/cart,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5; rv:1.9.5.20) Gecko/6718-08-22 12:05:00 Firefox/7.0,https://brock-stark.com/,708,4193,7e676dd4-a28b-4f9e-8853-419cc16abe6d,Edirne
148.72.48.9,2024-05-30 11:28:45,PUT,/search,500,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/54.0.888.0 Safari/531.0",http://martinez.org/,1759,2607,2883cca2-b209-4eaa-8979-7cb9a9ceb3ba,Diyarbakır
108.202.210.89,2024-03-28 22:09:59,DELETE,/login,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; wae-CH) AppleWebKit/533.4.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.4.3",http://mckenzie.com/,1412,4366,892f6b8d-f905-4530-8d9f-530d46ba2c94,Tokyo
217.10.246.206,2024-03-28 05:29:20,PUT,/cart,301,Opera/9.71.(X11; Linux x86_64; unm-US) Presto/2.9.172 Version/11.00,https://romero.com/,353,807,59110707-ac37-4377-a2a5-40ef97ed17c3,Konya
186.243.121.121,2024-04-16 05:23:56,POST,/login,403,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.1),https://bond.com/,1419,722,9b07b1aa-322d-4495-a3cf-60f008a9ac66,Adana
31.194.100.80,2024-05-28 17:26:11,POST,/contact,403,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2061-10-13 23:29:48 Firefox/4.0,http://www.donovan-robinson.com/,150,2468,4d563ad1-a625-4f2b-9a73-b78639477701,Antalya
222.148.159.217,2024-06-02 11:45:53,DELETE,/signup,404,Mozilla/5.0 (Android 3.2.1; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,http://koch-kelley.info/,1054,4679,8b149eb0-07f0-4f8e-b480-fc0884f2b943,Paris
207.4.242.235,2024-01-06 05:49:07,POST,/signup,403,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/54.0.864.0 Safari/535.2",http://www.ruiz.com/,1538,3802,42a824c8-1ed1-4843-b18c-3a994d32f256,Antalya
160.58.186.35,2024-08-13 20:38:04,PUT,/contact,301,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6105-08-05 02:33:55 Firefox/11.0,https://silva.com/,1633,379,db8922a1-f175-4e46-bd2c-caa985b70c8c,İzmir
181.132.141.95,2024-02-23 15:41:27,PUT,/contact,200,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.9.4 (KHTML, like Gecko) Version/4.1 Safari/535.9.4",https://www.gomez-stewart.biz/,529,768,a27dd34d-6640-4d86-9d58-623924547461,İstanbul
112.6.1.40,2024-08-15 16:36:35,GET,/cart,403,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.0),http://rogers.net/,1301,898,47b71674-7d95-4e2d-99de-baa95e61e873,New York
192.13.223.106,2024-01-13 00:57:49,GET,/about,403,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5 rv:4.0; sa-IN) AppleWebKit/531.48.7 (KHTML, like Gecko) Version/4.0.4 Safari/531.48.7",http://www.watson.com/,1263,1251,0b6a8ef7-7384-4c72-adab-fb93353b32a2,Diyarbakır
148.0.30.151,2024-01-13 14:53:15,POST,/blog,404,Opera/9.45.(Windows NT 6.0; vi-VN) Presto/2.9.176 Version/12.00,https://www.thomas-williams.com/,1788,2259,e56ae6fb-257b-448a-b701-cccbab4cc2df,Bursa
217.50.121.30,2024-03-04 00:09:42,PUT,/profile,500,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),https://wong.info/,263,2065,7b07099a-4be9-4154-a84f-c1e2387ed2ee,Ankara
17.227.45.68,2024-08-08 12:21:45,POST,/about,301,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3 rv:2.0; uk-UA) AppleWebKit/534.8.1 (KHTML, like Gecko) Version/4.0 Safari/534.8.1",http://www.watkins.com/,1678,1653,dc09ac79-6b5b-42a3-888c-cb945519a7ed,Adana
44.94.241.81,2024-05-27 04:44:53,DELETE,/search,301,Opera/8.41.(X11; Linux x86_64; sc-IT) Presto/2.9.177 Version/10.00,http://www.sharp.net/,1269,4415,82fb0239-51ab-4e3e-86b4-02fe8aba5b1c,Berlin
219.136.179.134,2024-02-03 19:58:29,PUT,/about,200,Opera/9.86.(Windows NT 6.1; niu-NU) Presto/2.9.181 Version/11.00,http://www.beasley.com/,180,3846,f05c1428-44f2-4377-a994-b09de4a7a80e,Konya
151.171.224.48,2024-04-06 18:27:05,POST,/login,500,Opera/9.23.(X11; Linux x86_64; et-EE) Presto/2.9.180 Version/10.00,http://www.santiago.biz/,706,3335,543b6858-8584-4884-8253-f18d13119f87,Antalya
223.224.200.212,2024-03-30 11:08:16,DELETE,/search,301,Opera/9.22.(X11; Linux i686; tk-TM) Presto/2.9.165 Version/10.00,http://gonzalez-ellis.com/,1013,4308,4621319a-ab57-4c70-8ff4-be1477cbd332,Antalya
51.183.10.85,2024-08-14 14:07:50,POST,/about,500,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/42.0.814.0 Safari/534.2",http://floyd-khan.org/,1370,4459,48ee3c54-9781-4a49-8cbe-630b7e121321,Ankara
152.252.180.20,2024-07-08 01:30:48,PUT,/cart,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:2.0; wa-BE) AppleWebKit/535.49.1 (KHTML, like Gecko) Version/4.0 Safari/535.49.1",http://pittman.com/,1010,4308,3147f18a-83d1-4cc9-9a96-ef57c0907129,Londra
200.227.180.255,2024-07-02 02:19:55,GET,/blog,301,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/61.0.826.0 Mobile/17I664 Safari/532.1",http://johnson-walker.com/,1888,1185,479d1f76-72ce-4633-b2a9-a86954182a96,İzmir
